frame,health,est_x,est_y,est_z,ref_x,ref_y,ref_z
821,0,3.514881,-3.414102,0.0,3.629465,3.337642,0.0
822,0,3.514881,-3.414102,0.0,3.673527,3.300467,0.0
823,0,3.514881,-3.414102,0.0,3.716557,3.259586,0.0
824,0,3.514881,-3.414102,0.0,3.758544,3.215045,0.0
825,0,3.514881,-3.414102,0.0,3.799476,3.166895,0.0
826,0,3.514881,-3.414102,0.0,3.839341,3.115188,0.0
827,0,3.514881,-3.414102,0.0,3.878128,3.059984,0.0
828,0,3.514881,-3.414102,0.0,3.915827,3.001343,0.0
829,0,3.514881,-3.414102,0.0,3.952426,2.939333,0.0
830,0,3.514881,-3.414102,0.0,3.987916,2.874022,0.0
831,0,3.514881,-3.414102,0.0,4.022286,2.805484,0.0
832,0,3.514881,-3.414102,0.0,4.055528,2.733797,0.0
833,0,3.514881,-3.414102,0.0,4.08763,2.659039,0.0
834,0,3.514881,-3.414102,0.0,4.118585,2.581296,0.0
835,0,3.514881,-3.414102,0.0,4.148384,2.500654,0.0
836,0,3.514881,-3.414102,0.0,4.177019,2.417205,0.0
837,0,3.514881,-3.414102,0.0,4.20448,2.331042,0.0
838,0,3.514881,-3.414102,0.0,4.230762,2.242261,0.0
839,0,3.514881,-3.414102,0.0,4.255855,2.150962,0.0
840,0,3.514881,-3.414102,0.0,4.279754,2.057248,0.0
841,0,3.514881,-3.414102,0.0,4.302452,1.961225,0.0
842,0,3.514881,-3.414102,0.0,4.323942,1.862999,0.0
843,0,3.514881,-3.414102,0.0,4.344217,1.762681,0.0
844,0,3.514881,-3.414102,0.0,4.363274,1.660384,0.0
845,0,3.514881,-3.414102,0.0,4.381105,1.556223,0.0
846,0,3.514881,-3.414102,0.0,4.397707,1.450315,0.0
847,0,3.514881,-3.414102,0.0,4.413073,1.342777,0.0
848,0,3.514881,-3.414102,0.0,4.427202,1.233733,0.0
849,0,3.514881,-3.414102,0.0,4.440087,1.123303,0.0
850,0,3.514881,-3.414102,0.0,4.451725,1.011611,0.0
851,0,3.514881,-3.414102,0.0,4.462115,0.898784,0.0
852,0,3.514881,-3.414102,0.0,4.471251,0.784948,0.0
853,0,3.514881,-3.414102,0.0,4.479132,0.67023,0.0
854,0,3.514881,-3.414102,0.0,4.485756,0.55476,0.0
855,0,3.514881,-3.414102,0.0,4.49112,0.438666,0.0
856,0,3.514881,-3.414102,0.0,4.495224,0.322081,0.0
857,0,3.514881,-3.414102,0.0,4.498066,0.205133,0.0
858,0,3.514881,-3.414102,0.0,4.499645,0.087955,0.0
859,0,3.514881,-3.414102,0.0,4.499961,-0.029321,0.0
860,0,3.514881,-3.414102,0.0,4.499013,-0.146565,0.0
861,0,3.514881,-3.414102,0.0,4.496803,-0.263644,0.0
862,0,3.514881,-3.414102,0.0,4.49333,-0.380427,0.0
863,0,3.514881,-3.414102,0.0,4.488596,-0.496783,0.0
864,0,3.514881,-3.414102,0.0,4.482601,-0.612581,0.0
865,0,3.514881,-3.414102,0.0,4.475349,-0.727691,0.0
866,0,3.514881,-3.414102,0.0,4.466839,-0.841984,0.0
867,0,3.514881,-3.414102,0.0,4.457076,-0.955332,0.0
868,0,3.514881,-3.414102,0.0,4.446062,-1.067607,0.0
869,0,3.514881,-3.414102,0.0,4.4338,-1.178683,0.0
870,0,3.514881,-3.414102,0.0,4.420293,-1.288436,0.0
871,0,3.514881,-3.414102,0.0,4.405545,-1.396742,0.0
872,0,3.514881,-3.414102,0.0,4.38956,-1.50348,0.0
873,0,3.514881,-3.414102,0.0,4.372343,-1.60853,0.0
874,0,3.514881,-3.414102,0.0,4.353898,-1.711773,0.0
875,0,3.514881,-3.414102,0.0,4.334232,-1.813095,0.0
876,0,3.514881,-3.414102,0.0,4.313348,-1.91238,0.0
877,0,3.514881,-3.414102,0.0,4.291254,-2.009519,0.0
878,0,3.514881,-3.414102,0.0,4.267955,-2.104401,0.0
879,0,3.514881,-3.414102,0.0,4.243457,-2.19692,0.0
880,0,3.514881,-3.414102,0.0,4.217769,-2.286972,0.0
881,0,3.514881,-3.414102,0.0,4.190896,-2.374457,0.0
882,0,3.514881,-3.414102,0.0,4.162847,-2.459275,0.0
883,0,3.514881,-3.414102,0.0,4.13363,-2.541332,0.0
884,0,3.514881,-3.414102,0.0,4.103252,-2.620535,0.0
885,0,3.514881,-3.414102,0.0,4.071722,-2.696796,0.0
886,0,3.514881,-3.414102,0.0,4.039049,-2.770029,0.0
887,0,3.514881,-3.414102,0.0,4.005242,-2.840152,0.0
888,0,3.514881,-3.414102,0.0,3.970311,-2.907086,0.0
889,0,3.514881,-3.414102,0.0,3.934265,-2.970755,0.0
890,0,3.514881,-3.414102,0.0,3.897114,-3.031089,0.0
891,0,3.514881,-3.414102,0.0,3.85887,-3.088019,0.0
892,0,3.514881,-3.414102,0.0,3.819542,-3.141482,0.0
893,0,3.514881,-3.414102,0.0,3.779142,-3.191418,0.0
894,0,3.514881,-3.414102,0.0,3.737682,-3.23777,0.0
895,0,3.514881,-3.414102,0.0,3.695171,-3.280487,0.0
896,0,3.514881,-3.414102,0.0,3.651624,-3.31952,0.0
897,0,3.514881,-3.414102,0.0,3.607051,-3.354826,0.0
898,0,3.514881,-3.414102,0.0,3.561466,-3.386365,0.0
899,0,3.514881,-3.414102,0.0,3.514881,-3.414102,0.0
